index,time,price
0,0.588017448655888,0.4012007092371197
1,0.38979599253266417,0.036592403976009436
2,0.8390665075224258,0.4549518297227998
3,1.5161951689645883,2.154166581813321
4,1.6481603556910147,1.3765116204708003
5,0.956291988759145,0.9897985520001106
6,1.855157677636735,1.1606284571004675
7,1.7444193921058955,1.8256019235138357
8,2.0168757673508653,1.0364714591997655
9,2.444558475005098,1.385885870190063
10,2.6121170878228566,1.0772976283522726
11,3.305270656167145,1.0677762393585728
12,3.330602318638741,0.7520461042835364
13,3.3738916721642758,0.5008710998089909
14,3.7376980006587313,0.6750814540244078
15,3.957378621945268,0.7336390528694392
16,4.600590460283304,0.5619455088682535
17,4.290588271052425,0.6186668539778448
18,4.719740515934915,0.3618331631670876
19,4.5870962920276295,0.41595724145889945
20,4.2772085229271015,0.29478871083299596
21,5.602488249762171,1.1183101453632633
22,5.929171040645476,1.3586756592097105
23,5.650047557300416,0.7162444098601607
24,6.91043102850869,2.9495360501055985
25,5.925467852056822,1.4910918809959142
26,6.681919505767148,2.072159203273186
27,6.860682306401644,2.987083409602744
28,7.690413584273331,3.247690951754247
29,7.925683692530864,3.6566402046440563
30,7.743956834206664,3.818302507302736
31,8.074772121918672,3.710309647449404
32,7.9091996225848336,4.014675976560307
33,7.8012729721304845,3.1874269373129747
34,8.601978001506666,3.7344930337079063
35,9.026475297393635,3.16840950037122
36,9.640866124345138,2.7089459131492193
37,9.887972770107623,2.6562324817764265
38,9.614480804453759,2.9124090128933955
39,9.899232416474888,2.8616126889918125
